idx,class,conversation
604,일상 대화,"  나 대학교 졸업하면 일단 알바 좀 알아보려고.
  그래? 바로 취업 준비 안하고?
  아직은. 일단 내 진로를 찾는 시간을 가지고 싶어.
  진로야 뭐 네가 정하는거고...
  어떤 알바를 하고 싶은데?
  일단 편의점 알바를 할까 하고 있어.
  편의점은 지금 구직난이라 하던데, 다른 곳 없어?
  뭐... 상하차 알바도 있지. 돈도 좀 주고.
  상하차는 잘못하면 몸 망가져.
  다른 걸 알아 봐.
  아니, 그러면 남는 알바가 없잖아!
  그럼 바로 취업 준비를 하면 되겠네. "
605,일상 대화,"  자기 계발을 항상 해야 해
   그래
  뭐 해보꼬
  나 근처에 가구 공방 있어서 한번 가보려고 원데이 클래스
  이 시대는 직업 하나로 안 된다
  오늘은 책을 좀 읽어보자 
  드디어 찾아냈다
  오 가구 공방 지리노
  어때 그래
  공부하자 자격증 
  꼭 해보고 싶었던 거
   졸 재밌겠다
  나도 나도
  그래 멋잇네
  그런 거 해보면 좋지 
  도마 만들어보고 싶다
  가구 만들어보고 싶음...
  나도 공방 이런 거 재밌던데 
  그거로 요리하면 재밌을 듯
  도마 이런 거 존잼일 듯 
  예전에 향초 만들어봄 
  진짜 세상 재밌지 "
606,일상 대화,"  그러면 너는 집에서 한 번도 동물 안 키워 봤겠네?
  나 병아리 키워 본 적 있어
  헐 
  설마 초딩 때 운동회에서 데리고 온 친구~?
  웅 집에서 닭 될 때까지 키워 봤어
   헐 대박
  몇 마리 키웠었어?
  계란까지 낳았어 
  한 마리
  와 대박 
  와 대박  근데 걔 똥 많이 싸지 않아?
  웅 진짜 닭 똥 냄새 와
   맞아
  나도 병아리 마리 동시에 키워 봤었거든?
  아 진짜
  그런데 다 죽었어?
  어 근데 어떻게 죽었는 줄 알아?
  어떻게 죽었는데...
  슬프다...
머지
  얘네가 날갯죽지까지 자라서 우리 아빠가 닭장을 만들어 줬었거든?
  와 정말...
  근데 어떻게 됐어
  근데 야생 고양이들이 그 닭장을 뚫고 애들 잡아먹음 
  아 정말 대박이다
  어떡해 
  불쌍해"
607,일상 대화,"  JLPT 공부하려고 했더니 한자가 너무 어려운 것 같아
  맞어 급수가 올라가면 한자도 나와서 어려워지더라
  맞아 일본어는 한자 공부가 관건이야
  생각보다 듣기도 어렵더라구
  나는 완전 초급만 공부 했는데
  나는 급 땄었던 것 같아
  대박 급이나 땄어 ?
  한자나와서 일본어 포기했어
  히라가나는 쉬운데 한자가 정말 어렵지
  한자 무슨 뜻이 개나 있고 그렇더라
  와 급은 정말 어려운데 대단하다
  읽는 방법도 여러개일 때도 있잖아
  너희 은근히 능력자란 말야
  한자는 봐도 안외워지던데
  그냥 계속 외우는 수밖에"
608,일상 대화,"  쿠팡 애용자 있나여?
  저는 잘 애용 안 해여 
  나는 잘 안 쓰는데 부모님이 
  쿠팡에 가품도 올라오나여?
  거기 진짜 싼 거 많져?
  부모님은 결제가 간편해서
  화장품이 왜 반값이져...?
  쿠팡에 가품이?
  첨 듣는데
  자주 애용하시더라고
  사려다가 넘 고민임...
  뭔가 가품 팔면 안될 것 같은데
  아 가품 그거는 문제더라
  너무 싸면 의심스러워
  쿠팡이 결제가 편하구나
  진짜 사기꾼도 엄청 많고
  화장품도 가짜가 있겠지?
  아 진짜 가품이 있을 수도?
  후기도 믿을 수 없던데"
609,일상 대화,"  직업군인 아는 사람 있니
  응 난 있어 
  노노  달팽이 크림 원하니
  나 달팽이 크림 좀 사다 줘 ~
  공군에 아는 사람있음 
   그니까  존웃 
  엉 넘 건조하다... 그거 원츄 언츄
  달팽이 크림 사주라고?
  군인친구 급구합니다
   당근에 찾아보자
  올리브영에도 있다데?
  그 정도로 친하진 않는데 
  그래  오빠 달팽이 하나 사주셈
  근데 엄청 가격 차이 심하다며
  그게 먼데 근데?
  군대 말고 올리브영 어때 
  올영거는 안 사고 싶어...
  함 살 연락해보겠음 
  촉촉해지는 크림 "
610,일상 대화,"  우리 동네에 강아지 간식 가게가 생겼더라.
  정말? 생긴지 몰랐어.
  생긴지 얼마 안된거 같아.
  그런데 너는 강아지 안키워서 살 일 없지 않아?
  그렇긴 한데 친한 동생이 강아지 키워서 한번 사볼까 해.
  그렇구나. 혹시 모르니까 미리 물어봐.
  어떤거를 물어봐야 하는데?
  강아지가 좋아하는 음식이나 싫어하는 음식들.
  아하. 그래야겠다. 고마워.
  별말씀을. 나도 나중에 한번 가봐야겠다."
611,일상 대화,"  학교 마치자마자 비가 오네.
  대박 방금까지 쨍쨍했잖아.
  그냥 소나기겠지. 비 그치면 나가자
  근데 소나기가 아니면 어떡해?
  맞아 소나기 아니고 나중에 더 많이 오면 어떡해.
  그럼 그때는 비 맞으면서 뛰어가야지...
  아... 나 오늘 버스카드 두고 왔는데.
  난 오늘 우리 부모님 야근 하시는데.
  그냥 다 같이 비 맞으면서 뛰어가자.
  그러지 말고 학교에 남은 우산 있는지 찾으러 가자.
  없을 거 같은데 괜히 시간 낭비 아니야?
  아니야, 비 맞는 것보다는 한 번 찾아보는 게 좋을 거 같아."
612,일상 대화,"  이번 여름 얼마나 더웠었지
  진짜 더웠어 에어컨 종일 틀었잖아 우리집
  왜 기억이 안 나냐 벌써
  겨울이라서 그래  엄청 더웠다
  엄청이라고 할 정도로?
  아침 시부터 더워서 깼어
  헐 그랬던 것 같기도 하고
  나 발가벗고 잔 듯
  그렇다니까? 아침부터 통구이 됐잖아 나는
  니가 말하니까 기억난다...
  내가 맨날 덥다고 찡찡거렸잖아 너한테"
613,일상 대화,"  다들 친척 중에 또래 많이 있어?
  웅 나는 또래 엄청 많아 
  난 내가 집안 첫째라서  부담이 많아 
  진짜?
  첫째면 진짜 부담은 되겠다
  친척 또래 많으면 좋을 것 같아 
  아아 친척들 사이에서도 첫째야? 대박
  그치  얼른 장가 가야지 
  친척들 또래 많으면 같이 놀기도 해?
  응 우리는 만나면 같이 놀고 그래 
  오 친척들이랑 사이 되게 좋은가보네 
  진짜 나는 그런 친구들 보면 부럽더라 
  같이 놀러 다니는건 아니고 명절이나 이때 보면 앞에 놀러가고 해 
  나도 친척들하고 모여서 놀진 않아서  그저 친척일뿐
  아아 나는 친척이 다 어른들 뿐이라 어려워 
  근데 나도 친가랑은 번호도 몰라 외가 쪽만 친해 
  대부분이 그런 거 같아  외가쪽이라 친한 건
  대부분 외가쪽 친척이랑 친하긴 하더라 
  웅 맞아  엄마 쪽이라 더 살뜰히 챙겨줘서 그런 듯 
  나도 그나마 외가쪽이 더 친하긴해 "
614,일상 대화,"  확실히 손에 안익은 일을 하려 하니까 힘드네...
  왜? 무슨 일 있어?
  요즘 새로운 알바를 하고 있는데, 너무 적응이 안 돼.
  어떤 알바인데? 혹시 몸쓰는 알바야? 
  그건 아니고, 녹음 알바를 하고 있거든.
  녹음? 목소리 같은 걸 녹음하는거야?
  응. 제시된 문장을 읽고 그걸 녹음하는 알바야.
  그럼 쉬운거 아니야?
  그냥 대충 하면 되잖아.
  문제는 이걸 차도에서 해야 한다는거지.
  부끄럽고 어색해서 미치겠어!
  그래? 그래도 너가 선택한 일이니 일단 해야지!"
615,일상 대화,"  너희는 팩 하는거 있어?
  어쩌다가 한번씩 하는거는 있어.
  나는 안해.
  팩이나 피부 수분 유지해주는게 피부 노화나 잡티, 주근깨 조절하는데 도움이 될거야.
  여드름에 좋은 팩을 찾아봐아겠네.
  피부관리를 해야할 필요가 있나?
  남자는 피부만 좋아도 호감을 얻을 수 있어.
  맞아, 그렇다고 하더라.
  그럼, 나도 팩 추천해줘.
  일단 제일 유명한거는 더마토리 패드 제품이야.
  그거는 팩이 아니지 않아?
  패드면 솜에 액체가 적셔져 있는거 아니야?
  패드이기는 한데 팩처럼 붙이고 있으면서 피부 온도를 내려주면 팩을 한 것처럼 피부가 시원해질거야.
  얼마 정도할까?
  사용해보고 후기 알려줘."
616,일상 대화,"  오빠는 동물중에 무슨 동물이 젤 좋아?
  나는 강아지가 제일 좋은 거 같아 
  헐 나두 
  강아지 완전 귀여워 고양이도 좋아~
  맞아  요즘 애완동물 자체가 핫 하잖아 
  너무 귀엽고 사랑스럽지 않아?
  어어 특히 애교 부릴 때 너무 귀여워 
  맞아 
  배 뒤집어서 발라당 눕고 애교부릴 때 미쳐
   근데 안 만져주면 손 달라고 계속 그러잖아 
  맞아 가끔씩 귀찮게 하는데 어쩔 땐 그리워 
  어 맞아 뭔가 없으면 되게 이상하잖아 
  되게 허전하고 괜히 이름 한번씩 부르게돼 
  너는 진짜 그립긴 하겠다 
  많이 보고 싶을 듯...
  웅  우리 멍멍이 많이 보고싶네
  저번에 한번 봤을 때 진짜 이쁘게 생겼던데 
  맞아 우리 모모 남자애였는데 한미모 했었어
  너무 곱상하고 관리도 잘 해서 그런가 귀티 좔좔 흐르더라"
617,일상 대화,"  요샌 취업 보단 알바 많이 하는 것 같아
  그치 내년부터 시급도 오르면 더 그럴걸?
  취업해도 직장 월급보다 알바가 더 잘 벌어 
  그러게  알바는 휴가도 자유롭잖아 
  그렇긴 하지 그리고 난 또 단기알바 거든 
  나도 이제 알바 인생으로 가려고 
  직장보다 알바가 더 나은 거 같아
  그러게  직장 생활 너무 두려워
  직장생활은 스트레스에 회식에 난 못할 듯
  응 심지어 나 월급도 년째 똑같아서  짜증나졌어
  헐 그러면 진짜 일 다니는 맛이 안나
  월급 빼고 다 오른다는 게 괜한 말이 아니야 
  회식은 요즘 강요 안 해서 괜찮은데 진짜 월급만 안 올라가 
  그러게  물가 인상 하면 월급도 올려줘야지
  그치... 이제 시급 오르면 알바 더 안 뽑을까 걱정이야 
  맞아 물가는 올리고 본인들 사업 아이템 단가도 올려서 팔면서 왜 월급은 안 올려 주냐고...
  진짜 이직 생각 들겠다...
  저 형 말 들으니 직장 생활은 이미 절레절레다...
  말하다 보니 급 흥분해버림 후우 참자 참자"
618,일상 대화,"  PC방 갈 사람?
  나 지금 피시방인데  여기 와
  너희는 맨날 pc방이구나
  PC방 어디? 기숙사 지하에 있는 곳?
  어 거기  쟤도 저렇게 말해놓고 금방 올 거야 맨날 저러잖아
  나 이따가 승급전인데 같이 할래?
  너 못하잖아 난 못하는 사람이랑 같이 안 해
  그러면 또 삐져서 안 온다고 하잖아~ 너무 뭐라고 하지마 
  손가락 느린게 잘못은 아니잖아~
  그러지 말고 도와줘.
  어제 유튜브 보고 열심히 연구했어
  좀 잘 삐지긴 하지  이따 내려와 같이 해
  그래 셋이서 같이 하자  자리 맡아놓을까?
  우리 흡연실 가까운 항상 앉던 그 자리로 가자
  아니 담배 냄새때문에 싫다니까 고집 엄청 세네
  그러니까 혼자 담배피면서... 빨리 와 사람 점점 많아진다
  그쪽 라인이 사양 제일 좋단 말이야"
619,일상 대화,"  KT인터넷 낮에 불통되었던 것 알아?
  난 KT가 아니라서 몰몰랐데 그렇다고 하네.
  어 우리 사무실 인터넷 잠깐 안돼서 당황했었어
  점심때 갑자기 폰 인터넷이 안되길래 아 이제 갈때가 되었구나했더니 kt의 문제더라.
  한국과 중국 사이의 케이블이 절단되었다고 해.
  난 요금 연체되서 그런줄 알았어 
  그래서 카드 결제도 안되고 점심때 난리가 났나봐.
  단순히 핸드폰 연결뿐만 아니라 각종 금융서비스 먹통으로 문제가 컸다고 해.
  진짜 이제 인터넷 잠깐 끊겨도 문제가 너무 많아지네
  짧은 순간이었지만 많은 사람들이 불편했겠다.
  응 이럴 떄 꼭 보상 관련해서 소송이 걸리잖아.
  뭔가 대책이 있어야 되지 않으려나 싶은데"
620,일상 대화,"  가족끼리 사이좋아 너희는?
  나 가족들이랑 외국 간다 이번에!
  우리 가족은 진짜 좋지
  우리 집은 사이가 너무 좋아
  사실 이민 가는 거야 
  외식도 하고 여행도 자주 가
  가족끼리 여행 가니 부러워 
  코로나 무서워서 미국 간다 나는 
  가족끼리 단톡방도 있어서 매일 연락해
  가족은 늘 사랑이야 아주
  외식 어디로 자주 가?
  다들 가족한테 잘해야 돼
  항상 부모님한테 잘하자 우리
  나는 아버지보다 어머니가 좋더라 
  나도 그래 아버지보다 어머니지
  우린 좋은 자식이 되자 
  부모님의 은혜 잊으면 안돼
  난 이미 좋은 자식이라고 생각해 "
621,일상 대화,"  애가 예체능 하고 싶다고 하면 우짜냐
  진짜 하고 싶다고 하면
  하 그럼 해줘야지... 
  돈 없어서 하지 말라고 하면 가슴 찢어질 듯
  밀어줘야 할 것 같은데...
  하고 싶다는 게 있는 게 어디야...
   예체능은 요즘도 비싸지?
  돈이 진짜 많이 들 텐데...
  나는 하고 싶은 것도 없었는데 
마자
  하고 싶은 거 있는 건
  주변에 스트레스 많이 받던데 하는 애도 
  그게 다행일 수도 있어 
  집에 예체능 하는 사람 있어?
  근데 진짜 하고 싶으면...
  나는 아예 예체능으로 밀어주겠어 
  우리 집은 예체능에 소질 없는 듯
  무조건 시켜줘야 할 듯...
  저는 없어요~ 
  우리 집은 조금 있는 듯?"
622,일상 대화,"  아니 수상 스키가 그렇게 비싸다고?
  승마 해본 사람 손
  승마 한번 해보고 싶다
  그게 배가 있어야 되니까 그런가?
  승마가 운동 엄청 되더라
  웅 그거 배값이 비싸대
  승마 한 번도 안 해봤지
  나 승마했잖어
  승마 허리 강화에 좋다더라
  경마장은 가봄 존잼...
  고급 스포츠임 응응
  글고 다이어트 됨
  근데 전립선에는 안 좋을 듯
  경마장 가보신 분 있나여
  몸의 중심 잡는 과정에서 힘이 쓰여
  나 전립선 요즘 많이 안 좋단 말이얌
  만 원 획득했어
  근육도 생기고!
  부자 스포츠 맞음
  경마해서 마넌 벌었어?"
623,일상 대화,"  내 연애세포가 슬퍼하고 있어
  뭐라고? 무슨말이야?
  웹툰에 나오는 표현이야 연애에 문제 있니?
  응 요즘 만사가 귀찮아지고 의욕이 떨어져
  너무 힘들어서 그런건가?
  그럼 의욕세포에 힘을 실어야겠는데?
  그럴 의욕도 없고 그냥 쉬고 싶어
  그럼 여행이라도 다녀오면 어때?
  맞아 너 여행 좋아하잖아 다녀오면 연애도 다시 불타오를걸?
  불타오르는 연애는 난 별로야 따뜻하고 다정한 연애가 좋지
  음 나는 불타오르는 연애파인데... 아무튼 여행가봐!
  그래 애인이랑 둘이 여행가면 좋겠네!"
624,일상 대화,"  비혼주의를 어떻게 생각해
  나는 의외로 반대야
  결혼 안한다고 혼자 얘기하고 축의금 받는 사람이 있더라
  그런 사람이 있어 ?
  그래도 한 번 사는 인생 결혼은 한 번은 해 봐야 된다고 생각해
  안 해도 될 것 같은 세상이야
  그런가 그래도 나는 상대가 괜찮다면 결혼은 해 볼 만해
  그 상대 찾는 게 너무 어려워
  그런데 불행 하게도 상대가 괜찮은 사람을 찾기가 힘들지
  그러게 말이야 참 힘든 세상이다
  사람을 봤을 때 미래까지 볼 수 있는 능력이 있었으면 좋겠다"
625,일상 대화,"  너희 군대하면 떠오르는거 뭐 있어?
  나는 군인아저씨 초코파이 휴가 정도?
  음 나는 군대 선임들의 괴롭힘?
  아  군대 선임들이 많이 괴롭혔어?
   아직도 선임들이 괴롭히는 곳도 있어?
  그치 선임들한테 맞기도 하고 괴롭힘도 당하고 
  헐 너 군대 언제 다녀왔어?
  헐  진짜 그러면 군대 생활 하기 싫겠다
  나 년도에 군대 들어갔는데 우리 부대가 없어질 부대여서 부조리가 좀 심했어 
  아... 그럼 진짜 엄청 군대 힘들게 다녀왔네 
  맞아 그런 곳은 대대장부터 부조리가 심하다더라
  응 맞어 
  그래도 이등병 일병 때만 잘 버티면 나머지 군 생활은 엄청 편해서 괜찮아 
  그래도 군대 생활은 그냥 힘들 것 같아 
  맞아 그냥 재밌게 다녀와도 힘들잖아 
  맞어 엄청 할 게 없어  그냥 티비보고 휴대폰도 없고 
  요즘은 그래도 군대에서 휴대폰 사용해서 덜 심심할 것 같아 
  맞아 그때는 폰 안 나눠 줬을 시기잖아
  맞어  그때는 휴대폰 휴가 갈 때 빼고는 절대 못쓰지 "
626,일상 대화,"  내일 가발 맞추러 갈려구
  가발?
  너 탈모가 왔니?
  미용실 가서 볼륨매직할 거야
  요즘 탈모가 심해졌어 
  탈모는 불치병이야
  아마 결혼이 힘들겠구나?
  난 곱슬머리라서 주기적으로 볼륨매직을 해야 해
  우리 이젠 관리해야 해
  그렇지
  탈모엔 검은색 곡식이 좋대
  안 그럼 머리가 커져서 보기 싫어져
  미용실 가서 염색 이제 안 하려구,
  머리와 피부는 항상 관리해야 한다고 생각해
  볼륨매직 가격이 너무 비싸서 힘들어
  나도 매직이나 할까 싶어
  요즘은 관리받는 것도 실력이야
  매직 가격은 언제쯤 내릴까?
  매직 가격 장난 아니지 요즘
  볼륨매직 비싼 데는 만 원 넘지 않아?
  딱히 인건비 말고는 돈이 안 들 거 같은데"
627,일상 대화,"  요즘은 게임 학원도 있더라?
  나도 들어본 것 같아.
  나는 처음 들어본 것 같아. 신기해.
  프로게이머가 꿈인 아이들이 다니나 봐.
  게임 잘하고 싶은 일반인들도 다닌다고 하던데.
  학원에서 게임을 한다는 거잖아. 진짜 재밌겠다.
  프로게이머 준비하는 애들은 잘해야 한다는 생각에 마냥 즐거워하지는 않을걸?
  맞아, 걔네들도 스트레스가 많을 거야.
  아, 정말 그럴 수도 있겠다.
  기회가 된다면 그런 학원에 다니고 싶어.
  나도, 게임 잘하면 좋잖아.
  나는 방학 쯤에 한 번 다녀봐야겠어."
628,일상 대화,"  나 라식 수술하려구
  나 파마할 거야 추천 좀 해줘
  나 이번에 염색하려고
  안경 너무 불편해 이젠,
  라섹이 안 나아?
  빨간색으로 할 건데 추천해줘
  히피펌 해봐
  이쁘더라구
  너는 노란색으로 염색해
  연예인들 머리 보니까 너무 멋있더라구
  라섹은 아프다더라구 라식보다
  나는 웬디컷 할 거야
  노란색 말고 흰색은 어때?
  응 나도 염색하고 싶어 요즘
  흰색은 너무 할아버지 같아 
  웬디컷이 뭐야 
  샤기컷 어때?
  노란색이 젤 이쁠듯해
  노란색 오오 잘 어울릴 거 같아
  아니면 베이비펌도 나쁘지 않아"
629,일상 대화,"  오랜만에 할머니댁 갔는데 너무 나이 드신 것 같아 보이셨어 
   건강하셔야 되는데
  그러게… 속상하더라고 
  자주 보는 분도 아닌데 볼 때마다 안색 안 좋아지시면 슬프지... 진짜 속상하겠다
  응 그러니까  자주자주 찾아 봬야겠어...
  엄청 좋아하시겠네  오래 사시길 바랄게
  고마워. 할머니 걱정되니까 인공지능 스피커라도 사드릴까봐.
  그거 좋지. 무슨 일 생기면 대신 신고해 주기도 한다며.
  맞아. 그래서 사드릴까 해.
  정말 좋아하시겠다."
630,일상 대화,"  남자들도 눈썹문신한다던데 어떻게 생각해?
  손재주 없는 남자들한테는 넘 좋다고 생각 해.
  난 눈썹이 진해서 그렇지만 하는 건 좋은듯.
  그치 눈썹이 인상을 좌우하잖아.
  어설프게 그리느니 문신하는게 낫지!
  맞아 내가 안그려도 되잖아.
  특히나 남자들은 더그런것 같더라.
  내동생이 했는데 좀더 또렷하고 샤프해졌더라고.
  근데 그거 많이 아픈거야?
  사람마다 다른데 나는 무지 아프더라구.
  와 아무래도 얼굴이니 그럴 듯.
  그거 한 번 하면 쭉 가는 건가?
  한번으로 끝나는게 아니꼬 리터치도 번정도 더해야되.
  그러다가 나중엔 흐릿해져.
  으 그럼 안해 너무 아프잖아."
631,일상 대화,"  형이 돈을 안 갚아.
  형한테 돈 빌려 줬어?
  응 두 달 전에.
  얼마나 빌려 줬는데?
  만 원 빌려 줬어.
  그렇게 많이는 아니다.
  나한텐 많이 빌려 준거야.
  형한테 독촉해 봐.
  독촉해도 안 주니까 문제지.
  가족이라 신고할 수도 없고."
632,일상 대화,"  이제 슬슬 겨울 준비를 해야겠구나.
  여름옷은 집어넣고 겨울옷을 꺼내야할 거 같아.
  그렇지?
  여름 옷 입고 다니다가 감기 걸릴 뻔 했다니까.
  계절이 무슨 과정이 없이 확 변하냐?
  이번 주말에 정리 좀 해야겠네.
  나도 주말에 에어컨이랑 선풍기 정리하고 이불을 바꾸려고.
  나는 아직 좀 더 놔두려고.
  혹시 더워질지도 모르잖아.
  근데 이불 빨래는 어떻게 해?
  겨울 이불은 부피가 있어서 세탁소에 맡기는데 여름 이불은 직접 해.
  그렇구나.
  나는 이불은 코인 빨래방에 가서 하는데...
  나도 코인 빨래방을 이용해 볼까 생각했었는데 어때?
  나도 이용을 안 해 봤는데 편해?
  나는 편하고 좋았어. 한 번 이용해 봐~"
633,일상 대화,"  요즘에 랜선 소개팅 한다며?
  코로나때문에 많이들 한다더라
  저번에 놀면뭐하니에도 나오더라
  그러니깐 편하긴 하겠더라
  맞아 상체만 보이니깐 편해보이긴 하더라
  근데 너무 어색하긴 할 것 같아
  직접 만나는건 안어색한가?
  그건 또 그렇네
  나는 랜선 소개팅이 더 좋을 것 같아
  나는 직접 만나는거에 한표"
634,일상 대화,"  는 동물병원에서 뭐래?
  아니 곤충인지 알이 있다네
  그래서 바로 수술했어요
  헐 바로 수술을 받았어?
  그래서  지금 확성기 차고 있어
  엄청 불쌍해요 진짜
  내가 가서 간식 좀 챙겨줘야겠네
  아니 여보가 왜 그걸 챙겨주러 간다는거야
  형부 오면 얘가 더 싫어할 듯요
  내가 얼마나 잘해주는데 그래
  여보 가 여보만 오면 더 크게 짖는데
  맞아요 가 목이 터져라 짖어요"
635,일상 대화,"  나 다음주에 제주도 가는데, 차 가지고 배타고 들어갈까 생각중이야.
  차라리 비행기 타고 가서 렌트하는게 낫지 않아?
  그니까. 운전해서 왔다 갔다 너무 힘들잖아.
  그건 그런데, 가족 여행이잖아. 엄마가 비행기 타는게 너무 무섭대.
  하긴. 요즘 비행기타는거 싫어하는 사람들도 많더라.
  아, 저번에 엄마 여행갔을 때 비행기 너무 흔들려서 그것때문에 그러시는거야?
  응... 그래서 고민하다가 그냥 차 가지고 배타고 들어가기로 했어.
  너가 운전하느라 힘들겠다. 가까운 거리도 아니고.
  그건 그런데 온 가족이 여행 가는거니까 감수해야지.
  나도 제주도 배 타고 가는게 처음이라 좀 걱정이긴한데, 그래도 잘 다녀와야지.
  그래. 갔다와서 어땠는지 말해줘. 괜찮으면 나도 다음에 배타고 가보게.
  잘 다녀와. 오면서 오메기떡 하나 사다줘."
636,일상 대화,"  아 또 빨래 할 시즌이 다가 왔다,
  빨래 할 시즌?
  그것도 시즌이 있어?
   어 일주일마다 한번씩 돌아와,
  뭐야 
  난 날씨가 좋아서 한다는 줄 알았네
   아니
  나는 날씨가 좋아도 빨래는 못 해
  아 그냥 너가 쌓이면 하고 싶은 날 하는구나?
   아니 내가 빨래하는 기준이 뭔지 알아?
아니
  너 빨래하는 기준이 뭔데 
  나 무조건 수건 떨어지면 함 
  아 그치
  자취하면 수건이 가장 중요하긴 하지 
   맞아
  나 혼자 사는데 수건 몇 개게?
  너 수건 왠지 개 있을 거 같아 
   아 아깝죠?
  개 있죠?
뭐야
  별로 없네 
  난 엄청 많은 줄 알았잖아 
   근데 처음에 개 가져와서 내가 계속 산 거임 또 살 거임!
  왜 또 사
  그냥 그걸로 써 "
637,일상 대화,"  전에 저녁에 동생하고 산책 나가서 간만에 대화를 했어
  아아  재밌었겠다
  응.  자기가 아직 대학교 졸업생이라는 게 안 믿긴대
  오~ 신기하다, 동생도 그런 생각 하는구나
  응. 너도 그렇다고 했잖아
  맞아. 그 때의 나와 지금의 나가 그렇게 다른지 잘 모르겠어
  몇 가지는 달라졌겠지만 말야
   그래서 내가 동생한테 이야기한 게 있어
   뭐라고 했는데?
  그런 마음도 없으면 돈버는 기계처럼 살아야 되는데 그거 좋은 거라고 했어
  아하… 하긴 요즘은 되게 쳇바퀴 굴러가듯이 살고 있긴 해"
638,일상 대화,"  너무 속상하다 정말. 정말
  우리엄마 식당한다고 얘기했지?
  응응 요즘 장사 잘 안되셔?
  아무래도 경기가 안좋으니까 어렵지.
  근데 오늘 단체예약이 들어온거야
  우와! 잘됐다. 너도 가서 좀 도와드리지 그랬어.
  안그래도 일손 부족하다고 도와달라셔서 갔어.
  가서 셋팅다하고 기다리는데.
  헐! 안왔어? 음식까지 주문 다해놓고?
  어어 시간지나도 안오길래 전화해봤더니 받지도 않고 나중엔 꺼놨어
  헐. 진짜 미친인간들이다. 그런건 신고안돼?
  엄마가 너무 속상해하시는거야. 당신잘못도 아닌데
  그러게 듣는 나도 속상한데 엄마는 얼마나 화나고 속상하실까.
  그러니까. 다른 손님도 못받고 엄마 너무 속상하셔서 그냥 문닫았어
  하아... 진짜 너무 속상하시겠다.
  그런사람들은 벌받아야해 엄니 잘 위로해드려"
639,일상 대화,"  아 요즘 모바일 화투 게임 중독임 
   아 너 화투 잘 치지
  화투 멈춰 사행성 멈춰
  화투는 기억력에 좋은 게임이야
   사행성  화투 한 번도 안 해봄
  치매 예방은 화투에 내기를 걸어야 더 잘된다고 했어
  우리 가족들 모이면 맨날 화투 치느라 한 네 시간 걸림
   네 시간  화투에 진심이네 다들
   내기를 걸어줘야 해
  돈이 걸려야 사람들이 기를 쓰고 안 까먹어
   다들 돈도 작게 걸고 하는디 혈안이야
   그러게 그래야 재밌긴 할 듯
  원이라도 걸려있으면 당연히 그렇지
  어? 땅 파 봐바 원 한 장 나오나~!
  맞아  진짜 우리 가족들이 젤 좋아하는 게임 화투
   아 웃겨 가족들이랑 윷놀이만 해봄
  예전에 부모님한테 맞고 가르쳐드렸는데 중독 됐다는 썰 생각나 
  엄마랑 나는 모바일 화투로도 게임 자주 해 
   헐헐 진짜 화투에 진심이네 
   치매 예방을 위해서라면 당연 찬성"
640,일상 대화,"  학생 때 기억나는 선생님 있어?
  나는 딱히 생각나는 쌤은 없오
  응 나는 고등학교 학년부터 학년까지 같은 선생님이 담임이였어 
  뭐야?
  고등학교가 작았어?
  그럴 수가 있나?
  우와 년동안 같은 담임을 할 수가 있어 ?
  난 실업계라서 선생님이 제한적이었나 봐 
  아  실업계는 과가 여러개 있어서 그럴 수도 있겠다 
  아 그렇구나 실업계는 선생님이 적었나보네
  그치 
  그래서 학년부터 학년까지 같은 선생님 지겨워 죽는 줄 알았네 
   그래도 졸업할 때 선생님 엄청 아쉬워 하셨을 것 같아 
   그래도 그 쌤이랑 정 많이 들었겠다
  맞어 그 선생님도 처음이래 고등학교 내내 담임한게 
   학생이랑 선생님 둘 다 기억에 많이 남겠어 
  맞아 서로 사이도 돈독해지구 
  그치 지금도 아직 연락하는 친구들 있더라고 
  와 선생님이랑 아직도 연락하고 지낸데?
  우와 그럼 너는 아직 쌤이랑 연락해?
  아니 나는 연락따로 안 하지  근데 연락하는 친구 있긴 있더라 "
641,일상 대화,"  나 내려오면서 게임 했더니 금방 도착하드라?
   맞아 게임 하면 진짜 시간 금방 가 !
  맞아 시간 거리였는데 순삭함!
   대박 무슨 게임 하면서 갔어?
  나 루미큐브 하면서 왔는데 너 이 게임 알아?
   헐 나 보드게임장 가서 많이 해봤지!
   근데 이거 앱으로 하는 게 더 잼 있음!
   헐 앱으로 하는 건 어때?
  안 불편해?!
  어 전혀 
  오히려 순서 나열 다 되고 편함!
  헐 나도 깔아서 해봐야겠다!
  광고나 그런 건 없어?!
   어 그런 거 도 없어 
  그리고 랜덤매칭 돼서 안 질려 
   아 진짜? 오랜만에 나도 해봐야겠다 
   어 완전 강츄야
  나 이걸로 천만 원 벌었어 
   대박 나 그거 깔면 돈 좀 주나?
   너 루미큐브 잘 혀?
   나 완전 잘하지~
  같이 하자 !"
