idx,class,conversation
572,일상 대화,"  아 초딩 또 차 훔쳤음...
  요새 아들 간다크네 하하
  헐? 또 훔쳤어
  초딩들이 왜 자꾸 차를 훔치냐
  어떻게 그럴 수가 있니 하하
  요즘 초딩들 미쳤어
  이번에도 지혼자 운전 하고
  진짜 무서운 아이들 하하
  너무 심해 장난이
  얼마나 갔다고 했지?
  우리 초딩때랑은 차원이 다르군
  애들이 너무 무서워
  저번에는 트럭 분...
  메다 끌고 갔다던데 하하
  운전 면허도 없으면서,
  미쳤다 진짜 초딩을 왜이럼
  다리가 데이는 것도 신기
  미쳤구나 요즘 애들이"
573,일상 대화,"  너도 머리 염색을 하니?
  웅 해 봤지
당근
탈색
  키키 오 대박
  몇 살 때 했어?
  군대 가기 전에?
  나 군대 다녀와서 했지
  키키 보통 군대 가기 전에 하지 않나?
아니
  난 군대 나와서 했어
  너무 하고 싶어서
  키키 아 진짜?
  탈색하고 무슨 색으로 덮었어?
  나 에쉬 그레이로 덮었어
  키키 와 애쉬그레이
  나도 하고 싶었는데 그거
  탈색 기본 번 해야 하는 거 아니야?
  누나 해봐 진짜 이뻐 근데 나 탈색 세번했어
  키키 와 대박 키키
  너 두피 안 아팠어?
  아 진짜 그때 두피 엄청 따가웠어
  키키 그렇지?
  나도 탈색했었는데 두피 진짜 가렵고 따가움 ㅜ
  아 장난 아니야 못 할 짓이야
  키키 맞아
  너 그거 한 번 하고 끝났어?
  웅 한 번 하고 못 했어
  아파서"
574,일상 대화,"  주말에 단풍구경 다녀왔어?
  아니 못갔는데 날씨는 좋더라
  단풍구경 못갔어 
  가족들하고 시간 보낸다더니...
  그러면 주말에 뭐했어?
  나 시골가서 일하고 왔어
  아... 요즘 시골에 일많지?
  뭐처럼 쉬는 날인데 아깝다 
  가족들하고 시간 좀 보내려고 했더니 아쉽더라고
  이번주에는 시간을 내보자
  그래 아직 시간은 많으니까~
  웅 그럴께"
575,일상 대화,"  우리 엄마는 진짜 사랑이야...
  맞아 엄마는 사랑이지
  어머니의 사랑은 너무 좋아 
  오늘도 닭도리탕 싸오고...
  아빠도 좀 사랑해줘 근데
  우린 효도해야 해 이제
  엄마는 정말 사랑이야
  왜 다 엄마만 좋아하니
  아버지 사랑도 좋지,
  아빠도 당근 사랑이지
  아빠도 사랑이야 완져녀
  형제의 사랑도 좋고, 하하
  아냐 아빠도 정말 사랑이야
  우리 아빠 이제 넘 늙음
  맞아 아버지가 너무 좋지
  아빠한테 전화 해야겠다
  힘이 없어서 헭헥 됨 
  효도 하자 다들 "
576,일상 대화,"  토마토 축제라고 알아?
  응 알고 있어.
  난 그 축제 꼭 가보고 싶어.
  난 좀 찝찝할 거 같은데.
  토마토를 던지고 노는게 재밌을 거 같지 않아?
  음 맞으면 아플 거 같아.
  무른 토마토만 골라서 하는 걸 거야.
  잊지 못할 특별한 추억이 되겠다.
  참고로 스페인에서 하는 축제야.
  응 나도 알고 있었어."
577,일상 대화,"  크아랑 카트도 이제 고전 게임이다
  그니까 핵 고전 하하
  맞아요 초딩 때 했던 게임,
  요새는 아무도 안 할 듯
  바람의 나라 이런 건 모르겟쥐?
  크아는 가끔 해요 !
  내 초딩 때도 크아 했음...
  넥슨이었는데 하하 그것도
  바람의 나라는 뭐죵 ?
  몇 년째 크아냐고 키키
  크아 요새 있냐?
  당연하죠 크아 완전 존잼 하하
  바람의 나라 안 해봤어?
  오늘 접속해라 그럼 다들
  바람의 나라 무슨 게임이에용
  요새 카트 하는 건 봤음 키키
  나의 실력을 뽐내주지
  키키 실력 기대할게용 하하"
578,일상 대화,"  어릴 적에 가족과 함께한 좋은 추억있어?
  추억이라면 많겠지? 엄마는 종종 생각나.
  크게 기억나는 좋은 추억은 없네
  어릴 땐 모든게 당연시 생각하다보니 막상 돌이켜 보면 잘 모르겠어.
  그냥 평범한 가정이었던 것 같아.
  맞아 그냥 너무 평범해서 특별한 기억이 없는거 같네
  지금이라도 무언가 기억에 남을만한 추억을 쌓는건 어떨까?
  당연한 것이 당연한게 아니게 되면 그때야 깨닫지.
  그래 지금이라도 좋고 특별한 기억 만들면 좋겠다
  어디에 가족여행을 간다고 하던지 아니면 공동의 취미를 갖는 거 어때?
  오 공동의 취미 괜찮다
  이젠 공통의 베트남에 대한 추억이 있으니 그걸로도 흐뭇해."
579,일상 대화,"  너희 포켓몬 고 요즘 해?
  아니, 요즘은 안 해.
  나는 안 한지 조금 오래 됐어.
  한 번만 다시 깔아주면 안될까?
  왜?
  무슨 이벤트 해?
  응, 할로윈 시즌이라서 새로운 포켓몬들이 레이드에 뜨는데 나 혼자서는 못잡겠어.
  우리 있으면 이길 정도야?
  cp 몇짜리인데?
  대략 만정도야.
  우리가 한다고 해도 약간 간당간당 하겠는데.
  다른 애들은 더 없어?
  쌍둥이도 부르기는 할거야.
  그러면 가능할 수도 있기는 하겠다.
  일단 깔아 놓을게."
580,일상 대화,"  진짜 야구 너무 재밌어
  야구가 그렇게 재밌고 좋아?
  응응 스트레스 받을 때도 있지만 야구 보는 걸 후회한 적은 없어!
  아 진짜로?? 부럽다...뭔가 즐길 수 있는 게 있다는게...
  휴 그래도 사실 말 안 해서 그렇지 매 경기마다 스트레스 많이 받아 키키 결과 좋으면 다 잊지만 키키.
  그렇구나어떤 점에서 스트레스 받아?
  팬인 내가 봐도 그냥 경기가 잘 안 풀리는 날이 있더라고...실책성 플레이가 나오거나 그런 거...
  아 하긴 선수들도 사람이라 그럴 수도 있겠다
  응응 그래도 또 기회 잡아서 물고 늘어지고 이기면 그것만큼 짜릿한 경기는 없어 키키.
  그렇구나 키키 야구 되게 매력적인 스포츠 인가보다."
581,일상 대화,"  와 기상 이후가 심각하긴 한가 봐
  그치...
  지구가 더워지고 있잖아
  체감을 못하니까 모르겠던데
  호주에 있는 섬에는 집 앞에까지 물이 찼대
  해수면이 상승해서 그런 거야?
  북극이랑 남극에 있는 얼음들이 다 녹아서 그런가
  그런 듯 
  지금 속도면 년에 미국 링컨 기념관 주변이 바다로 변한다는데
  그럼 부산이랑 바닷가 쪽도 위험해지는 거 아니야?
  이미 강원도 쪽은 모래사장이 사라지고 있다고 안 했냐?
맞아
  년생은 아빠보다 .배 이상의 폭염을 느낄 거래
맞아
  엄마 어릴 때 만해도 이 정도는 아니었어
  근데 올해 여름은 시원하지 않았냐?
  나도 이번 여름은 더운지 잘 모르겠던데;
  아닌가
  엄마도 집에만 있어서 그런가 더운지 모르겠더라
  빙하랑 빙상이 녹는다는데 실감도 안 나고
  맞아...
  근데 빙하 녹아서 일본 침몰되면 좋겠다
  사촌 동생 일본에 있잖아
  일본에서 한국으로 다시 오라하면 되지"
582,일상 대화,"  소동물 요즘 많이 키우더라
  소동물이 뭐야?
  처음 들어봐 키키
  작은 동물을 말하는 건가? 키키
  응 맞아 키키
  햄스터 고슴도치 이런 종류
  다 조그마한 동물들이네
  귀요미들
  친척이 고슴도치 키우는데 가시 무섭드라 
  맞지 키키
  울음소리도 없고 조용하잖아
  근데 가시는 찔리면 아파 보이던데...?
맞아
  아플 것 같아서 나는 만져보지도 못했어 키키
  헐... 가시 박힐 것 같아
  무섭네
  그래서 난 그냥 고슴도치는 패스
  뭘 키운다는건 힘들 것 같아
  돈도 들고 키키
  그치...
  내 몸 하나 챙기기 힘든데
  넌 일단 군대나 가라
  응 여기서 키우면 초토화다 키키
  아 그러게 키키
  진짜 대환장파티 될 것 같아
  반려동물 케어가 또 쉽진 않으니...
  그니까 키키 병원 가면 돈도 많이 나온다던데"
583,일상 대화,"  너는 동생이랑 여행 갈 수 있어?
  응  나 둘이 제주도 간적도 있어
  아 진짜? 난 친구랑은 갈 수 있는데 언니랑은 못가겠어
  근데 나도 친구랑 가는게 더 재밌더라
  재밌는 걸 떠나서 언니랑 가면 엄청 싸울 것 같아
  맞아 가족들끼리 여행 가면 잘 싸운데
  넌 동생이랑 갔을때 안 싸웠어?
  난 나이차이가 많이 나서 안싸웠어
  아 그렇겠네 난 살차이 밖에 안나서...
  너도 그냥 한 번 가서 경험 해봐"
584,일상 대화,"  난 한국 영화 엄청 좋아해
  재미있는거 요즘 볼거 있나요?
  특히 친구란 영화는 친구가 책도 선물해주고 비디오 테이프도 선물해주고 그랬어
  비디오테잎이요?오래된 옛날 영화인가봐요
  영화는 액션물이나 공상과학영화가 재밌긴 하지
  전 멜로 영화 좋아해요
  내용이 있잖아요
  예전엔 다 비디오 테이프야
  지금이야 시디로 되어 있지만
  요즘은 그냥 다운받아 봐야죠
  돈 아깝잖아요
  맞아 요즘은 넷플릭스라고 거기서들 많이 보더라
  이광수 나오는 영화 보셨어요?
  재미있나요?"
585,일상 대화,"  운전자 최소 시력이 . 이상이래
  아정말? 그래서 안경 새로 맞췄어?
  응. 운전하고 다니니까 불안하더라고 하하
  잘 했어. 나도 새로 맞춰야 하나...
  당장 운전 하는 거 아니면 천천히 해
  응 그래야겠어. 조수석 탈 때 가끔 표지판이 안 보이더라고
  그래서 요구하는 최소 시력이 있나봐
  선글라스도 챙기고 다니지?
  아니 아직 안 샀어
  눈부심 심하니까 꼭 구매해"
586,일상 대화,"  저번에 고등학교 동창 친구 있지?
  학사장교 됐더라고?
  진짜? 짜식, 멋지네~
  그러니까. 학군단에서 사진 찍은게 있더라고~
  그나저나 소속은 어디야?
  육군? 공군? 해군?
  육군인 것 같더라고. 주변을 보니까.
  뭐 부대 마크라도 보였나?
  정확히는 학군단 마크만 보이긴 했는데, 그게 육군에서 쓰는 마크더라고.
  그렇구나~ 근대 걘 병과가 뭘까?
  그건 모르지. 혹시 보급 병과 계열이면 어떨까?
  그럼 좋지~ 내 아버지가 보급관 출신이셨잖아~"
587,일상 대화,"  곧 패딩의 계절이네요
  겨울에 패딩 필수죠
  어떤 패딩입어요?
  전 롱패 사랑합니다
  롱패 좋죠 따뜻해요
  근데 요즘은 숏패 유행하더라구요
  숏패는 추워요
  도 롱패가 더 편해서 유행을 못따라가네요
  겨울엔 교복이죠
  저도요 매일 입어요"
588,일상 대화,"  너네 학교 온라인 클래스 했었지?
  응, 작년에 오래 했었어.
  맞아, 코로나 초기 때는 몇 달간 했었지.
  온라인 클래스는 어땠었어?
  나는 집에서 편하게 들을 수 있어서 좋았어.
  나는 공부를 너무 안 하게 됐었어.
  맞아, 나도 온라인 클래스 때문에 오랜 기간동안 공부에 손을 안 댔었어.
  그래도 학교까지 안가도 돼서 나갈 준비를 안 한다는게 가장 좋았어.
  그래서 평소 등교하던 떄보다 한 시간은 더 잤었어.
  나는 학교까지 분이 걸려가지고 차라리 온라인 클래스가 버스비 아끼고 좋았었어.
  멀리 사는 친구들 한테도 그게 좋은 점 이기는 하겠다.
  한참 온라인 클래스만 했었을 때는 학교 가고 싶었는데.
  맞아, 나도 그랬었어.
  그래? 나는 그떄도 학교는 안 가서 좋았거든.
  집에서 힘 없이 누워 있는 것보다는 학교를 가는게 좋을 것 같았거든."
589,일상 대화,"  바닷가에 한적한 전원주택이 좋아 아니면 도심의 아파트가 좋아?
  바닷가보다는 산이 좋은데 나는.
  난 바닷가가 좋을거 같네 바다가 주는 좋은 느낌이 있더라
  자차만 있으면 한적한 바다로 좋을거 같은데
  다대포에 살때 안개랑 해무때문에 불편했었어.
  그러게 바다 근처면 또 나름대로의 고충은 있지
  정말 부자는 바닷가 주택에 사는게 아니라 콘도를 짓는다고 해.
  바닷가의 콘도나 저택은 생각만해도 흐뭇하구나.
  난 콘도가 아니라도 원룸이라도 짓고 싶네
  정말 산에도 바닷가에도 콘도가 있는 부자친구 있었으면 좋겠다.
  음 그런 친구가 있다면 오늘당장 베프가 될 자신이 있어.
  그정도로 잘 살면 정말 걱정없이 살 수 있을까"
590,일상 대화,"  볼링 쳐본 사람 있어?
  나는 많이는 아닌데 쳐본 적 있어.
  나는 딱 번 쳐봤어.
  최고 점수가 몇 점이야?
  나는 점이 내 최고 점수야.
  나는 점이 내 최고 점수야.
  점? 엄청 잘한다.
  번 쳐보고 점이면 타고난 것 아니야?
  점이 높은 것인 줄 몰랐어.
  엄청 높고 잘하는 거야.
  우리 다음에 셋이서 같이 가서 볼링 치자.
  그래 다 같이 치러 가보자."
591,일상 대화,"  아빠가 갑자기 화를 내셔.
  무슨 일 있으시대?
  고양이가 야옹거린다고 화내시네.
  고양이는 말 못 알아듣잖아.
  그러니까 왜 화내시지?
  아버지께 이해하시라고 해 봐.
  아빠는 말 안 들으셔.
  아니면 고양이를 치워야겠다.
  화내면서 쓰다듬고 계시네.
  진짜 츤데레의 정석이다."
592,일상 대화,"  이번에 쇼트트렉 선수들 이슈에 대해 어떻게 생각해?
  일부러 부딪혀서 탈락했다는 말도 있고 그렇던데.
  쇼트트랙은 워낙 말이 많아서 아...또...하는 생각이 들어.
  그 선수 이야길 봤는데 너무 못된 행동 했더라.
  그게 진짜 국가대표 자격이 있는 선수가 맞나 싶더라.
  빙상연맹이 진짜 예전부터 사건 사고가 끊이지 않아.
  전에는 코치진과 선출 문제 인 거 같았는데 선수들도 문제가 커.
  예전 일이라도 다시 들춰내서 다 고쳐나갔으면 좋겠어
  동계올림픽도 싫어질 정도로 점점 관심이 떨어지네.
  고의적 행동으로 상대를 방해한 것도 문제지만 너무 위험하잖아.
  지금 이 문제도 엄청 난데 또 얼마나 큰 문제가 있는지 아무도 모르지
  예전에 컬링도 말 많고 연맹들이 문제야 정말.
  결국 이건 승부조작에 불과하다고 봐. 악질적이였어."
593,일상 대화,"  이번에 할로윈 데이라고 게임 많이 할인하던데 봤어?
  아 진짜? 사려고 봐둔건 있어?
  같이 할만한 게임 있어?
  글쎄, 명단을 다 본 건 아닌데 꽤 화려하더라고? 사려고 봐둔 건 있지 키키.
  오 너 사면 불러줘 구경 갈게 키키.
  같이 게임 하면 뭘 해도 재밌더라.
  뭐 살 줄 알고 구경한대 키키 그치 같이 하면 다 재밌지~
  이번에 같이 할만한 게임 있나 볼래?
  너가 콘솔 산다고 집에 tv도 바꿨잖아 키키 다르긴 하지.
  역시 통이 크네.
  꼭 그거 때문에 산 건 아니고 키키 이유 중 하나지 뭐~
  다들 하고 싶은 게임 있나 하나씩 보고 와.
  그래 링크 좀 보내줘.
  직접 좀 찾아봐 어려운 것도 아닌데.
  나랑 너희 취향이 완전히 똑같진 않으니까~ 다 같이 봐야 좋지.
  그래 키키 혹시 괜찮은 거 있으면 같이 하자 모여서.
  그래 같이하면 좋지."
594,일상 대화,"  오빠는 살면서 젤 힘들었던 알바 있었어?
  나는 고깃집 알바가 진짜 힘들었던 거 같아 키키
  고깃집 알바 서빙 엄청 해야 하잖아ㅜㅜ
  어 맞아
  그리고 불판 닦는 거 너무 힘들더라 
  불판에 숯도 날라야 하는 거 아니야?
  맞아...
  고깃집 알바가 진짜 힘들었어 
  그니깐 ㅜㅜ 잘못하면 화상도 입겠다ㅜㅜ
  어 맞아
  엄청 뜨겁고 덥고 땀도 많이 나 키키
   몇시부터 몇시까지 일했어?
  나 학교 끝나고 시까지 일 했던 거 같아 키키
  오빠 학생때 부터 일했구나 많이 힘들었겠다
  응 맞아 키키
  어릴 때부터 지금까지 계속 일만 하네 
  그러게ㅜㅜ
  조금 편한 알바는 없으려나
  어어 좀 편한 알바 있으면 나 좀 소개 시켜줘 
  나도 알면 바로 소개 시켜주지ㅜㅜ
아니
  너가 하고 있을 거 같은데 키키"
595,일상 대화,"  우리 이번에 인천에서 놀기로 했지?
  응. 인천 가기로 했었어.
  인천은 가는데 차가 안막혀서 좋아.
  맞아. 인천은 딴 데에 비해 정말 안막혀.
  차도 별로 없고 다른데랑 달리 왜 안막힐까?
  글쎄 나도 잘모르겠어. 경험해보고 알게된 사실이야.
  그렇구나. 저번에 수원 갈때도 안막혔었지?
  그랬던 거 같아. 근데 돌아올때는 막혔어.
  맞아. 그랬었지. 인천에서 자주 놀아야겠다.
  그래. 나도 인천 가는거 좋아."
596,일상 대화,"  동생 없으니까 좀 허전하네.
  은근히 동생 아끼는구나.
  원래 떨어져 있으면 좀 이렇게 되나 봐.
  동생이 선물도 사왔다며?
  평생 이런 거 안 사오던 애인데 신기했어.
  내 동생도 첫 휴가 때 사오더라.
  약간 필수템인 건가.
  동생 언제 또 나온대?
  월 전에 나온대.
  그때까지 공부방 생겼네."
597,일상 대화,"  다들 쿠팡 많이 이용해 ?
  쿠팡 많이 안해 ㅜ
  쿠팡 나빠 보여
  쿠팡 잘 쓰고 있지 굿 어플
  왜 나빠
  나 쿠팡 진짜 많이 써
  그러게 장도 거기서 보잖아 너
  쿠팡 좋아 빠르고 질도 보통?
  맞아 쿠팡이 편리하고 있을 거 다 있고 좋아
  그치 쿠팡은 일단 믿음이  가 키키
  키키 심지어 가격도 저렴하고 좋아
  맞아 근데 왜 쿠팡 나쁘다고 해
  쿠팡 카카오처럼 뭔가 그렇지 않아?
  카카오 왜, 카카오톡 없으면 못살잖아 우리
  뭘 말하는지 잘 모르겠네
  키키 아니 너무 커져서 그렇잖아
  키키 커지면 대기업되고 뭐 그런 거지
  그게 순리지 뭐 당연한 얘길
  키키 다들 관대하구나
  난 싫더랑
  키키 근데 커지면 다들 초심을 잃더라고"
598,일상 대화,"  다음 정권에 집값이 잡힐까?
  집값 너무 비싸 요즘
  진짜 널뛰기 하는 것 같아
  집 없는 사람들이랑 격차가 너무 커
  진짜 널뛰기 하는 것 같아
  너는 잡힐 거라 생각해?
  글쎄 말로는 항상 규제한다는데
  나도 이제 못 믿겠어
  열심히 돈 모으는게 소용이 있나 싶다
  그러게 스트레스 받는다 진짜"
599,일상 대화,"  특강 같은거 들어보고싶어요
  난 구성애 특강 한 번 더 듣고 싶어요
  저도 예전에 한번 들었었는데 너무 좋더라구요
  두번 들었는데 다 유익했어요
  성교육은 진짜 꼭 필요한거 같아요
  오은영 특강은 생각보다 별로였거든요
  그래요?예전에 들어보고싶었는데 별루였어요?
  두분이 분야 좀 달라서 그런것 같아요
  뭐든 좋아요 특강 듣고싶어요
  뭔가 솔루션을 얻고 싶었는데 오은영은 그러지 못했어요"
600,일상 대화,"  포켓몬고라는 게임 해 보셨나요?
  네 예전에 해봤어요
  몇년전에 유행하지 않았나요?
  아이들이 허공에 핸드폰을 휘두르며 동물들을 잡던데요.
  예전 동네는 동물이 없더라고요
  네 맞아요 재미있어요
  포켓몬고라는 게임이 증강현실게임이라고 해요.
  맞아요 저는 재미를 못느꼈어요
  오 그렇군요
  증강현실게임 다른 것도 해 보셨나요?
  아니요 소개해주세요
  포켓몬고가 유일하네요"
601,일상 대화,"  듄은 내 스타일 아니더라
  키키 그거 누구 나온다 했지
  듄 봤나?
  낸 봐야 하는데
  난 공상 과학 그런 거 잠 와...
  듄은 아직 안 봄
  남주가 진짜 존 잘이던데
  누구?
  외국인이라서...
  계속 봐야 댄다고 하던데 키키
  캐스팅 찰떡이라고 난리던데;
  남주가 잘생기긴 했는데...
  아아 진짜 키키 꼭 봐야겠네
  내일인가? 이터널스 나오지 않나 /
  그냥 좀 잠 옴...
  무조건 봐야지 키키
  당연하지
  놓칠 수 없지
  이터널스 봐야지 무조건 키키
  영화관 가서 봐야지 키키"
602,일상 대화,"  여름에 바닷가 가면 사람은 많지만 좋은데 겨울 바다는 춥기만 해.
  운치가 없어.
  겨울바다가 더 운치 있지 않아?
  추워서 운치를 못 느끼나 봐 춥기만 해.
  따뜻하게 입고 구경해 봐.
  그래도 겨울 바다는 좋아.
  겨울 바다만의 맛이 있어.
  그러니까 말이야. 겨울 바다가 운치 있고 더 좋아.
  겨울 바다 가야겠다.
  그래 날씨가 좀 더 추워지면 바닷가를 한번 가봐야겠어.
  지금도 바다 괜찮지 않을까.
  좀 더 추워야 제 맛이야.
  그렇구나 더 추워야 되겠네."
603,일상 대화,"  비행기 안 타본지 진짜 오래된 것 같아
  그치 그 기분 언제 다시 느껴볼 수 있을까?
  제주도라도 가야지 달래지려나
  키키 비행기 향수병?
  응응  그 붕 뜰 때 느낌 느끼고싶다.
  맞아 처음엔 진짜 무서웠는데
  응 진짜 색다른 느낌이었지
  얼른 여행 가고 싶어진다.
  맞아. 제주도라도 가야겠어.
  요즘 제주도 비행 티켓 안 비싼 것 같던데? 찾아봐"
604,일상 대화,"  마늘이랑 생강이 피부에 좋다
  마늘은 주사도 있더라 마늘주사
  마늘을 많이 먹으면 노폐물도 제거되고 혈색도 좋아져서 건강해보인다
  얼마전에 이라고 건강주사맞고 멍든거 봤나 혹시
  마늘주사도 미용에 좋다하대
  자세를 교정해주는 주사가 세상에 어디있노
  이뻐질라고 그랬는갑네
  그 병원은 이제 죽었다
  남편네랑 걔네집 다 의사집안이던데
  가는 미용에 돈을 더 안써도 될것같은데 이뻐가
  그 여자애는 맨날천날 무슨주사맞고 추천해준다 하데"
605,일상 대화,"  갑자기 겨울이 온 것 같지 않아?
  지구가 미쳤나 봐 날씨 뭐 이래.
  오늘 비 오고 나니 쌀쌀하더라.
  응 오늘 비 오는데 너무 춥더라구.
  오늘 비 왔어? 서울은 안 왔어.
  부산은 오늘 비가 추적추적.
  오늘 파카 입은 사람도 많더라.
  비 오고 더 추웠겠구나.
  퇴근할 때 공기가 다르더라.
  파카 입은 사람 오바라고 생각했는데 추어서 나도 입고 싶어지던 걸.
  난 패딩도 입었어 밤에.
  벌서 패딩 꺼냈어?
  나도 어제 밤에 나갈 때는 패딩 입었어.
  응 만반의 준비를 해 놨었지.
  나도 슬슬 오리털을 꺼내야겠군."
606,일상 대화,"  곧 기념일인데 가고 싶은곳 있어?
  나는 우리가 못 가본곳 가보고싶어.
  그렇구나. 어디가 좋을까?
  국내 여행도 좋고 해외 여행도 좋을거같아.
  나는 국내 여행을 먼저 가보고싶어.
  왜 그렇게 생각해 ?
  먼저 국내부터 다니고 같이 해외로 가면 더 좋을거 같아.
  그렇구나. 어디로 가고싶어?
  경주로 먼저 가보고싶어.
  그럼 우리 이번에 기념일은 경주로 가보자."
607,일상 대화,"  결혼 할 때 신혼여행은 어디로 갈 거야?
  난 그냥 관광지 돌아다니는 것보다 몸을 쉬고 싶어
  사람마다 다르긴하네. 난 관광이 커
  앞으로 해외 가는 게 쉽지 않으니 신혼여행이 기회이기 하지
  그니까 사람들이 그래서 외국으로 많이 가
  코로나 때문에 어디 갈 수 있을지 모르겠네
  위드코로나 하고 백신여권 활성화 되면 해외여행도 풀릴 거야
  그래 꼭 그러며 좋겠어
  맞다 하와이도 좋아.
  음식도 맛있고 힐링하기에 좋아
  하와이 생각만으로 행복하다"
608,일상 대화,"  토요일날 외식해
  누구랑 외식하는데?
  가족끼리 외식하러가
  메뉴는 정했어?
  아직 못정하고 있어
  백화점 중식 어때?
  엄마가 중식을 안좋아해
  그러면 일식은 어때?
  그건 가족들이 다 좋해서 괜찮겠다
  그러면 괜찮은 오마카세 조용한곳 알려줄게"
609,일상 대화,"  너네 닌텐도 해봤어?
  어릴 때 해봤어.
  난 지금도 종종 해.
  어느 게임을 해봤어?
  나도 궁금해.
  모여봐요 동물의 숲을 종종 해.
  재밌어?
  나도 그 게임 해보고 싶었어.
  다음에 내걸로 해봐!
  정말? 고마워!
  기대된다!
  여러사람이랑 같이 하면 더 재밌어.
  우리 명 다 같이 하자!
  좋은생각이야!
  내 닌텐도로 같이 하자!"
610,일상 대화,"  는 게임도 낚시 게임한다이가...
  와 누나는 키키 게임까지
  엌 키키 요즘도 잘 하고 있더라 키키
  걔는 열정이 넘침
  낚시에 진심임
  낚시를 한다니 키키 신기해
  한 번씩 대어를 낚는다구 키키
  그니까 그 게임 아직도 함?
  낚시하면 뭐가 재밌어요?
  상어 잡을 때 신기함 키키
  대어 낚으면 좋아하겠군...
  재밌는 이유가 궁금함!
  메기도 있고 키키 별게 다 있어 키키
  낚시 가면 잡히는 그 자체!
  대어 낚으면 재미있겠다 
  맞아 키키
  수조도 있어 키키
  내가 뭔가를 잡았구나 키키 하는  그것.
  잡아서 먹기도 하나여 키키
  보관 가능해 키키
  얼른 해봐들 키키"
611,일상 대화,"  눈 건강 또한 중요해 키키
  나 어제 팔목을 다쳤어 
  비타민 챙겨 먹고 있어 나는
  그래서 매일 비타민 먹고 있어
  눈 좋아지려면 당근이 많이 먹어
  다들 약 챙겨 먹어야 해
  맞아 키키 비타민 챙겨 먹어야 해
  트럭으로 먹어야 할 꺼야 
  나눈 매일 챙겨 먹고 있어
  약 다들 챙겨 먹어 하하
  비타민 없으면 몸에 힘이 없어
  다들 챙겨 먹도록 해
  매일 챙겨 먹어야 건강하려면
  다들 유산균도 챙겨 먹고 있지?
  모든 것이 즁요한 것 같아
  유산균도 당연 먹고 있지 키키
  장 건강도 정말 중요해
  장 운동이 활발해야 해"
612,일상 대화,"  우리 집에 탈모 올 사람 없을 거 같아 키키
  왜? 아빠는 지금 엄청 탈모시긴 하다만
  키키 그렇다 하더라고 동생은 엄마 집안을 더 물려받은 거 같아서 탈모 안올 거 같고
  갑자기 탈모 얘긴 왜 키키
  아니 왜 키키 그냥 아빠를 보니까 탈모가 생각났어
  그래 키키 너하고 난 탈모 안오겠지
  안왔으면 좋겠다 그런데 어쩌다 가끔 흰 머리 한 가닥 씩 보여
  아이고… 너가 스트레스 많긴 했지
  그런데 뭐... 금방 없어지는 거 같던데 모발이 가늘어서 그런가
  유심히 보지 않으면 보이지도 않고 요샌 또 없는 거 같고 그래
  그래? 스트레스가 좀 사라지고 있는 건가 키키"
613,일상 대화,"  군대생활 중에 뭐가 제일 힘들었어?
  군대에 있을 때 다 힘들었던 거 아니야? 키키
  키키 밖에 못 나갈 때가 제일 힘들었어
  아 키키 그냥 특별하게 힘든 훈련이 있나 했지 
  아 바깥 세상이 엄청 그리웠나 보다 키키
  키키 훈련은 그냥 다 비슷했는데 진짜 바깥이 너무 그립더라 
  그치 매일 군대 안에만 있으니까 
  맞아 밥도 맨날 나오는 거 먹고 배달 이런 거 그리웠을 듯
  맞아 키키 뭔가 진짜 강제노역하는 느낌이야 키키
  군대는 진짜 힘든 것 같아 
  강제노역이라니 
  맞아 산을 옮기고 그런다고 소문 많더라고 키키
  산 옮기는 건 좀 과장이지 않나... 키키
  돈 많이 주면 기쁜 마음으로 했을 거 같아
  헐 군대가면 군인이 산을? 키키
  군대에서 돈 많이 안주잖아 
  과장인데 그 정도로 쓸데 없는 일도 많이 한데 키키
  월급 만원 받았던 거 같아 난 키키
  와 그럼 지금 군대 월급 엄청 오른 거네?
  아 맞아 지금은 월급도 엄청 오른 거 같던데 
  지금 한 ~ 준다는 거 같아 키키 엄청 올랐어"
614,일상 대화,"  다들 어디 어디 수술해봤어 지금껏?
  나 코랑 귀 해봤어
  난 쌍커플 수술 했지 
  엥 수술 ? 왜 했었어 ?
  나 코에 혹 같은 거 나서 번인가 함
  아 나두 발가락 했었다
  헐 정말 ? 나는 수술은 한번도 안 해봄
  오오 그렇구나
  나는 전신 마취도 해봄
  발가락 수술 증말 고통스러웠어 
  나는 그냥 살 꼬매는 게 다였어 그건 수술 아니지 ?
  아하 으 아팠겠다 엄청
  아니지, 난 발가락에 이상한 거나서 일부러 괴사하게 한 다음에 살 지져서 없애는 거 했오
  하도 찢어 먹어서 꼬매는 건 자주 했어
  발가락 뭔대 쿠ㅜㅜ 몰랐네
  뭘 그렇게 찢고 다녀 언니...
  헐 진짜 아플 듯 
  상상도 안 가는 걸 ...
  키키 그러게 아옹 ㅜㅜ 조심해 그건
  하하 이젠 안 나더라고 지져서 그런가"
